eng_abv,eng_name,eng_desc,valid1,label1,confident1,derived_eng_desc1
IES395,Special Topics in Industrial Engineering I,"This course is designed for topics related to industrial engineering, but not presently offered as either a required or technical elective.",1,"07 Engineering, manufacturing and construction",1,Focuses on special topics within the field of industrial engineering.
IES396,Special Topics in Industrial Engineering II,"This course is designed for topics related to industrial engineering, but not presently offered as either a required or technical elective. Topics covered are different from IES395.",1,"07 Engineering, manufacturing and construction",1,Explores advanced or specific topics in industrial engineering.
MTRN4230,Robotics,"This course is designed to give the student an in depth understanding of manipulative robotics and its uses. It covers the following course material. Automation types, introduction to industrial robotics, end effectors. robot history, populations and main uses, Profitability of robot usage. Robotics simulation. WORKSPACE 5.04 software and its uses. Kinematics of multi-degree-of-freedom systems. Jacobean matrices, Further kinematics and dynamics. Robot trajectories. Anatomy of an industrial robot rystems. Biped robotics. Mobile robotics. The Stewart platform and its uses. The Australian Standard. Application in the workplace. Design of installations. The workcell --concepts and design. This course requires the students to take part in site visits and case study presentation. Students are also required to complete a major project on a system integrating WORKSPACE robotic simulation software, an ABB robot and a vision system.",1,"07 Engineering, manufacturing and construction",1,"Provides in-depth understanding of manipulative and industrial robotics, including kinematics, dynamics, and simulation."
LE468,Power System Protection,"This course is ideally suited to electrical engineering students planning to pursue a career in Power Engineering. It provides an in-depth coverage on the fundamental aspects of power system protection against electrical faults, vital for the reliable, secure and safe operation of the electricity generation / transmission / distribution networks. Topics covered include: Fundamental protection concepts, protection schemes for various power system configurations. Fault current calculations: review of sequence components, symmetrical and unsymmetrical faults. Protection devices: fuses, circuit breakers, relays; operating principles, device rating determination, relay setting and coordination. Instrument transformers (CTs and VTs): selection, transient performance. Distance protection, protection signalling. Protection of generators, transformers, transmission lines, busbars, feeders. The class will also discuss emerging issues and challenges in the power system protection field related to increasing penetrations of distributed generation and intelligent, self-healing networks.",1,"07 Engineering, manufacturing and construction",1,"Covers power system protection in electrical engineering, including fault analysis and protection devices."
IES403,Special Studies in Industrial Engineering II,This course is intended for students who wish to participate in the exchange program. It covers new topics or areas of study related to industrial engineering but not presently offered as either a required or technical elective. Topics covered are different from IES402.,1,"07 Engineering, manufacturing and construction",1,"Special studies in industrial engineering, covering new or advanced topics."
IES405,Special Studies in Industrial Engineering III,"This course is intended for students who wish to participate in the exchange program. It covers new topics or areas of study related to industrial engineering, but not presently offered as either a required or technical elective. Topics covered ar are different from IES402 and IES403.",1,"07 Engineering, manufacturing and construction",1,"Special studies in industrial engineering, covering new or advanced topics."
IES402,Special Studies in Industrial Engineering I,"This course is intended for students who wish to participate in the exchange program. It covers new topics or areas of study related to industrial engineering, but not presently offered as either a required or technical elective. Topics covered are different from IES403.",1,"07 Engineering, manufacturing and construction",1,"Special studies in industrial engineering, covering new or advanced topics."
MES405,Special Studies in Mechanical Engineering I,"This course is intended for students wish to participate in the exchange program. It is designed for topics related to mechanical engineering, but not presently offered as either a required or technical elective. Topic covered is different from MES406.",1,"07 Engineering, manufacturing and construction",1,"Special studies in mechanical engineering, covering new or advanced topics."
MES407,Special Studies in Mechanical Engineering III,"This course is intended for students wish to participate in the exchange track. It is designed for topics related to mechanical engineering, but not presently offered as either a required or technical elective. Topic covered is different from MES405 and MES406.",1,"07 Engineering, manufacturing and construction",1,"Special studies in mechanical engineering, covering new or advanced topics."
MES406,Special Studies in Mechanical Engineering II,"This course is intended for students wish to participate in the exchange track. It is designed for topics related to mechanical engineering, but not presently offered as either a required or technical elective. Topic covered is different from MES405.",1,"07 Engineering, manufacturing and construction",1,"Special studies in mechanical engineering, covering new or advanced topics."
LN351,Advanced Computer-Aided Design in Landscape Architecture,"This course is intended to provide students with advanced software programs and digital tools to enable the students to be proficient in landscape architectural design, construction and presentation. In addition, the course also provides students principles, techniques and database preparation of GIS (Geographic Information System) software for uses of base map preparation, spatial analysis and site planning. Introduction to BIM. (Building Information Modeling) will be included.",1,"07 Engineering, manufacturing and construction",1,"Advanced CAD for landscape architecture, covering design, construction, GIS, and BIM."
CVEN4040,Research Thesis A,"This course is the first of two parts and is undertaken prior to CVEN4041 Research Thesis B. Successful completion of Parts A and B are required to obtain the equivalent of 12 UOC. Students must complete a Honours Research Thesis application form and submit to the School's office before the commencement of the semester enrolment. The Honours Research Thesis may describe directed research work on an approved subject and will be completed under the guidance and supervision of a member of the academic staff. The research may involve a directed laboratory or field investigation, analytical or numerical modelling, a detailed design, literature review or such other individual research project approved by the Head of School. Research Thesis Part A involves the satisfactory formulation of the literature review, the definition of the research problem, completion of a significant part of the research and the development of a thesis outline.",1,"07 Engineering, manufacturing and construction",1,"Focuses on research methods, design, and modelling, often found in engineering disciplines like civil engineering."
CVEN4041,Research Thesis B,"This course is the second of two parts and is undertaken after the completion of CVEN4040 Research Thesis A usually in the proceeding semester. Successful completion of Parts A and B are required to obtain the equivalent of 12 units of credit. The Honours Research Thesis may describe directed research work on an approved subject and will be completed under the guidance and supervision of a member of the academic staff. The research may involve a directed laboratory or field investigation, analytical or numerical modelling, a detailed design, literature review or such other individual research project approved by the Head of School. Part A involves the satisfactory formulation of the literature review, the definition of the research problem, completion of a significant part of the research and the development of thesis outline. Part B involves the review of the literature; execution of the research project; discussion and critique of the results; completion and submission of the thesis report and a presentation of the project results to peers.",1,"07 Engineering, manufacturing and construction",1,"Continuation of research involving laboratory/field investigation, modelling, and design, typical for engineering."
RD462,Construction Project Management,"This course is the study of construction project management, emphases on the foundation of efficient resource management such as time, costs and qualities control. Through the concern of preconstruction process, types of contracts, the control of construction qualities, an improvement of construction plans and processes from real world situations, and concepts for construction security management according to regulations and standards. To delivered a complete construction project to project owners.",1,"07 Engineering, manufacturing and construction",1,"Focuses on managing construction projects, including resource control, contracts, and security, aligning with construction."
EEEE2047,Contemporary Engineering Themes,"This course provides an introduction to a variety of themes that are at the forefront of contemporary electrical and electronic engineering systems. The presentations will cover critical technological enablers and breakthroughs and their commercial and socio-economic impact which drive the engineering research and development process. This provides a broader context for the material covered in the co-requisite modules. The topics covered will vary each year and typical subjects might include: Smart Grids Bio-sensing Medical Electronics Photonics Electric Transportation The Internet of Things Typically, 6-8 subjects will be covered. Reassessment of this module, if required, will be by 100% coursework.",1,"07 Engineering, manufacturing and construction",1,"Introduces contemporary electrical and electronic engineering themes, including Smart Grids, Medical Electronics, and IoT."
IES362,Manufacturing Engineering Laboratory I,"This course provides hands-on exercises on CAD/CAM, CNC machine programming and control (lathe and milling), and robot programming and control.",1,"07 Engineering, manufacturing and construction",1,"Hands-on exercises in manufacturing engineering, including CAD/CAM, CNC machine, and robot programming."
CIVE3023,Building Information Modelling (BIM) Group Design Project,"This course provides students with an opportunity to use digital design, planning, analysis and presentation tools to support the collaborative design and planning of a reinforced concrete building. Students get introduced to fundamental concepts and applications of Building Information Modelling (BIM). By example, they get to learn specific BIM software. Following this, they work in groups on their design project that covers the following subject areas:  Conceptual design  The benefits of using BIM on construction project  Preparing a BIM Execution Plan (BEP)  Detailed structural design and documentation.  Health and Safety considerations. Project planning, risk management, and cost estimation. Sustainability and Life Cycle Management. Under the umbrella of BIM this course brings together Construction Management and Structural Design and makes students aware of the potential of emerging digital design technologies. Reassessment. If a student fails the overall module the resit method will depend on which element of the module the student has failed. 1. If a student fails any assessment but still passes the overall Module then no reassessment is required.",1,"07 Engineering, manufacturing and construction",1,Focuses on Building Information Modelling (BIM) for collaborative design and planning of reinforced concrete buildings.
CIVE2041,Civil & Structural Steel Design Project,"This course provides the students with an opportunity to take a design project from concept through to an advanced design stage covering structural, steel, geotechnical, infrastructure and services considerations, working as a group. The course will build on prior knowledge and implement learning from the Year 2 core academic modules and portfolio workshops. The project will run year-long with the first semester focused on assessing site conditions, conceptual designs andan evaluation of the structural loads. The second semester will advance the steel frame design including design calculations and consideration of other, on-steel, Civil Engineering aspects such as cladding material, access, and services provision. Reassessment information: A student who fails the course and requires reassessment for progression, will be reassessed in failed components by individual coursework assignments, to be completed over the summer period. If a student has failed more than 15 credits of course components reassessment with attendance will be required.",1,"07 Engineering, manufacturing and construction",1,"Focuses on a civil and structural steel design project, covering structural, geotechnical, and infrastructure aspects."
LN315,Landscape Architectural Design 3,"This design studio aims on areas with cultural distinctive characters, for example, areas with high historical and cultural values, vernacular area, and areas with Thai identity. The studio also focuses on conservation and cultural landscape development with emphasizing on analysis process, site planning, and integrated landscape architectural design, in which its forms are creatively enhanced with cultural context of the site, contemporary context, local uniqueness, and surrounding environments.",1,"07 Engineering, manufacturing and construction",1,"Focuses on landscape architectural design for culturally distinctive areas, emphasizing conservation, site planning, and cultural context."
LN216,Landscape Architectural Design 2,"This design studio aims on project with medium-sized area or no more than 50 Rais such as learning center, institution, botanical garden, and public space in community scale, etc. Students are to gain fundamental skills in working on site analysis, activity design, site planning, and landscape architectural design that follows functions and are aesthetically pleasing. The emphasis is on analysis of site planning, land use planning, complex circulation system, sequential design, displaying and exhibition's technique within physical and social criteria of medium complex project.",1,"07 Engineering, manufacturing and construction",1,"Develops fundamental skills in landscape architectural design for medium-sized areas, including site analysis and planning."
LN316,Landscape Architectural Design 4,"This ecological landscape design studio aims on areas with high complexity especially in terms of relationship between human and nature such as agricultural vision plan, planning of industrial area and community area, etc. Students are to gain skills in working on site analysis, activity design, site planning, and landscape architectural design that follows functions and are aesthetically pleasing. The emphasis is on analysis of relations between site location and context with application knowledge of natural process, ecology, basic natural structure, cultural and socio-economic context, and aesthetic factors that impact on the site location. Students are to summarize relationship between program description and analysis factors and apply in landscape architectural design and planning with various thinking processes and methods.",1,"07 Engineering, manufacturing and construction",1,"Focuses on ecological landscape design for complex areas, integrating natural processes, ecology, and socio-economic context."
MECH2001,"Design, Manufacture and Project",This is a continuation module about Mechanical Design Principles andMethods.The methodology available for design is described and further machineelements are introduced and analysed.Practical experience of the design process is obtained through designassignments and a group design-and-make project.,1,"07 Engineering, manufacturing and construction",1,"Covers mechanical design principles, manufacturing methods, and practical design-and-make projects."
VTE380,Industrial Training,"This is an internship in a company or laboratory for a minimum of 6 weeks and a minimum of 240 hours. The internship enables students to combine classroom studies with practical experience in industry through a series of supervised work assignments at companies or laboratories. The goal is to provide students with a wide spectrum of assignments in the various fields of electrical engineering or industrial engineering, as well as an exposure to the kinds of activities in which engineers are typically engaged. At the end of the internship, each student is required to submit a report and to present his/her accomplishment.This course is graded S/U.",1,"07 Engineering, manufacturing and construction",1,Internship providing practical industrial experience in electrical or industrial engineering fields.
IES315,Methods Analysis and Work Measurement Laboratory,"This laboratory course demonstrates a practical use of modern apparatus available for motion and time study applications. Process charts and a time study board will be utilized to not only analyze manufacturing and service operations, but also improve the productivity.",1,"07 Engineering, manufacturing and construction",1,Demonstrates practical use of motion and time study for analyzing and improving manufacturing and service operations.
LN215,Landscape Architectural Design 1,"This landscape architectural design studio focuses on small areas or no more than 25 Rais such as residences, office space, commercial area, or resort. The course aims for students to gain fundamental skills in working on site analysis, activity design, site planning, and basic landscape architectural design that follow functions and are aesthetically pleasing. Students are to learn site analysis process with considerations of surrounding context, site identity, user's needs and behavioral analysis, and related theories in order to create and assess creative site planning alterations.",1,"07 Engineering, manufacturing and construction",1,"Focuses on fundamental landscape architectural design skills for small areas, including site analysis and planning."
MMME3084,Advanced Dynamics and Vibration,"This module covers advanced concepts and analytical methods used to analyse the dynamics and vibration of mechanical systems. Topics covered include: Lagrange's Equation, linearisation of equations of motion, 3 D Rigid Body Dynamics in moving (translating and rotating) reference frames, dynamics and stability of rotating machinery, vibration response of complex structures and machines, including single degree of freedom, multiple degrees of freedom and continuous systems. A number of engineering case studies are presented, including robotics manipulators, gyroscopic sensors, shaft whirl, shock response spectra, vibration absorbers, flight dynamics, and vibration of aerostructures. Skills in modelling and simulation with reference to MATLAB/Simulink are developed. Re-assessment Students who fail this module overall and are required to complete a re-assessment will be re-assessed by exam. The re-assessment exam mark alone will be used to determine whether students satisfy progression requirements.",1,"07 Engineering, manufacturing and construction",1,"Covers advanced dynamics and vibration analysis of mechanical systems, including modeling and simulation."
MMME3063,Control and Instrumentation,"This module covers the basic techniques for the analysis and development of simple control systems with an emphasis on their application to mechanical and process systems. The module covers theoretical methods and hardware considerations in the analysis and design of open-loop and closed-loop systems, including: Routh-Hurwitz criteria and Root Locus methods frequency response methods, polar plots, Nichols charts, Nyquist stability criterion, stability margins PID controllers and other series compensators (1st & 2nd order) identifying systems from swept-sine test outcomes an introduction to computer control and sampled data systems, analogue/digital conversion and sensors/transducers",1,"07 Engineering, manufacturing and construction",1,"Covers basic techniques for analysis and development of control systems, including theoretical methods and hardware."
ELEC2133,Analogue Electronics,"This module covers the design and analysis of electronic systems used in telecommunications particularly wireless devices. Devices covered typically include amplifiers, oscillators, phase-locked loops and mixers.",1,"07 Engineering, manufacturing and construction",1,"Covers design and analysis of analogue electronic systems for telecommunications, including amplifiers and oscillators."
H24,Highway and Pavement Design,"This module covers the design of highway lay-outs, concentrating on the effects of number of lanes and also junction design. It also includes design of pavement structures and surfaces using different techniques and materials together with the deterioration mechanisms involved. Module Web Links:",1,"07 Engineering, manufacturing and construction",1,"Covers the design of highway layouts, junction design, and pavement structures using various materials."
MMME3057,Aerospace Manufacturing Technology,"This module covers:Basic airframe structure. Airframe component manufacturing techniques.Joining techniques. Assembly technology. Composite structures. Jigless assembly andautomated manufacture.Basic aero-engine structure. Geometry and material constraints.Manufacturing processes: forging, casting, welding & joining techniques, special processes,small and non-round hole manufacture.Certification, verification inspection and quality control.",1,"07 Engineering, manufacturing and construction",1,"Covers aerospace manufacturing techniques, assembly technology, materials, and quality control for airframe and aero-engine components."
CIVE3012,Geotechnics 3,"This module extends principles into the areas of steady state and transient groundwater flow and seepage. Coverage includes: Steady state flow in porous media; Darcy's Law; 2 -d flow in porous media; Laplace equation; theory of flow nets Compressibility and settlements: consolidation, immediate and secondarysettlements Ground improvement: surcharge pre-loading, vertical drains, vacuum pre-loading, groundwater lowering Consolidation: oedometer test; transient flow; diffusion equation; rate of settlement. Sustainability: an introduction to the role of geotechnical",1,"07 Engineering, manufacturing and construction",1,"Extends principles of geotechnics, covering groundwater flow, settlements, ground improvement, and consolidation."
CIVE2005,Geotechnics 2,"This module extends the relationships established in H21G11 to consider broader principles. Topics include: shear strength: triaxial and shear box tests; effective stress; drained and undrained tests; Mohr circles of total and effective stress lower and upper bound theorems of plasticity lateral earth pressure: Rankine and Coulomb theories; drained & undrained analyses; earth pressure diagrams; gravity and embedded retaining structures slope stability: straight slips; circular slips - undrained and drained behaviour; method of slices; stabilisation bearing capacity: drained and undrained behaviour, approximate upper and lower bound solutions",1,"07 Engineering, manufacturing and construction",1,"Extends geotechnics principles, covering shear strength, earth pressure, slope stability, and bearing capacity."
MM4,Surface Engineering Technology,"This module highlights the benefits of surface engineering before introducing the main surface engineering processes. These processes are classified into two categories, namely surface modification, and film/coating technologies. The most common processing methods are presented, along with some state-of-the-art development. These include surface treatment (e.g. induction hardening, laser surface hardening, and ion implantation, etc.), surface thermochemical processes (e.g. carburising, and nitriding, etc.), as well as surface coating processes: electrodeposition and electroless plating, thermal spraying, diffusion coatings, and vapour phase deposition (e.g. CVD and PVD). The selection criteria and applicability of each processing method are discussed. The lectures give an in-depth explanation of the process principle for each processing method. Case studies of surface engineering technology in different industrial applications are conducted.",1,"07 Engineering, manufacturing and construction",1,"Introduces surface engineering processes, including modification, coating technologies, and their industrial applications."
EEEE2046,Practical Engineering Design Solutions and Project Development,"This module introduces second year undergraduate students in the Department of Electrical and Electronic Engineering to a selected range of activities drawn from the design and development cycle undertaken to provide practical solutions to electrical, and electronic and software problems. The activity focuses around hands-on laboratory based project and team work. Students undertake two projects, one drawn from the power and energy theme the other from the electronics and communications theme. Students registered for (BEng) and (MEng), Electronic and Computer Engineering will undertake a software focused project in place of the power and energy project. Reassessment of this module, if required, must be taken in attendance during the next academic session",1,"07 Engineering, manufacturing and construction",1,"Focuses on practical engineering design solutions and project development in electrical, electronic, and software fields."
EEEE3082,"Electrical Machines, Drive Systems and Applications","This module introduces students to the concepts and operating principles of fixed and variable speed electric machine and drive systems. The module will use a number of system examples to demonstrate how machines and drive systems are specified, designed, controlled and operated. Reassessment of this module, if required, will be by 100% exam.",1,"07 Engineering, manufacturing and construction",1,"Covers concepts and operating principles of electrical machines, drive systems, and their applications."
H64,Optical Communications,"This module provides an introduction to optical communication systems and networks. Topics covered include: Optical fibres (light propagation in fibres, attenuation, chromatic dispersion, PMD, fibre nonlinearities) Optical components overview (transmitters, detectors, optical amplifiers (SOA, EDFA, Raman) and optical regeneration, multiplexers, filters, couplers, isolators, circulators, wavelength converters, optical switches etc.) Modulation and demodulation (signal formats, noise, BER, Q) Optical networks (WDM network elements, topology design, routing and wavelength allocation, network survivability, access networks)",1,"07 Engineering, manufacturing and construction",1,"Introduces optical communication systems and networks, covering fibres, components, modulation, and network design."
HRES61,Introduction to Renewable and Sustainable Energy Sources,"This module provides an introduction to renewable and sustainable energysources. It covers the variuos types of renewable energy and the resources available. Itexplains the physical principles of variuos types of energy conversion and storage, inrelation to electrical power generation. It includes; wind power, solar power including PVcell characteristics, hydro power, electrical energy storage including batteries, thermalpower sources – e.g.geothermal, biomass. It also cover environmental issues such as energybalance and life-cyvle analysis and gives an overview of the limitations and potentialcontribution of the various technologies to the electrical supply network.",1,"07 Engineering, manufacturing and construction",1,"Introduces renewable and sustainable energy sources, conversion, storage, and their environmental impact."
EEEE2044,Electronic Processing and Communications,This module provides an introduction to the theoretical background and the practical issues of electronic design. It provides the necessary knowledge and understanding for more specialist study of electronic and communications systems related topics in Years 3 and 4 of the degree courses in the Department of Electrical and Electronic Engineering and includes: Intermediate level electronic analogue circuits and their use within more complex systems. Digital design techniques and software tools. Communications systems Sources and impact of noise and interference. A companion project module (H62 PEP) provides extended coverage of some of the core ideas and reinforcement through application of the theoretical concepts in a design context.,1,"07 Engineering, manufacturing and construction",1,"Covers theoretical and practical aspects of electronic design, analogue circuits, digital design, and communication systems."
EEEE2045,Electrical Energy Conditioning and Control,"This module provides an introduction to the underpinning technologies for the conditioning, control and conversion of electrical energy. It provides the necessary knowledge and understanding for more specialist study of energy related topics in Years 3 and 4 of the degree courses in the Department of Electrical and Electronic Engineering and includes: Introduction to Power Electronics Introduction to Control Introduction to Electrical Machines Introduction to Renewable Energy Topics A companion project module (H62PEP) provides extended coverage of some of the core ideas and reinforcement through application of the theoretical concepts in a design context. Reassessment of this module, if required, will be by 100% exam.",1,"07 Engineering, manufacturing and construction",1,"Introduces technologies for conditioning, control, and conversion of electrical energy, including power electronics and machines."
EEEE3083,Power Electronic Application and Control,"This module provides students with an understanding of the operational principles of power electronic converters and their associated systems and enables students to design both analogue and digital controllers for linear single-input single-output systems. Reassessment of this module, if required, will be by 100% exam.",1,"07 Engineering, manufacturing and construction",1,"Provides understanding of power electronic converters and systems, enabling design of analogue and digital controllers."
H54,Power Electronic Design,This module provides students with an understanding of the operational principles of power electronic converters and their associated systems. This module covers: 3-phase naturally commutated ac-dc/dc-ac converters capacitive and inductive smoothing dc-ac PWM inverters and modulation strategies resonant converters high power factor utility interface circuits power converter topologies for high power (multilevel) review exercise of a power electronic research paper,1,"07 Engineering, manufacturing and construction",1,"Covers operational principles and design of power electronic converters, including various topologies and modulation strategies."
MATS2001,Materials in Design,"This module seeks to develop an understanding of materials in design across a wide range of engineering applications. The module is arranged in blocks covering designing with light alloys, designing with polymers, designing with composites and designing with functional materials. Each block will explore the design requirements in detail of a particular case study followed by other examples, key material properties relevant to the engineering application, manipulation of the microstructure through processing and example calculations against failure of the product/component. Consideration will be given to materials attributes, engineering context, manufacturing processes and environmental impact. Taken as a whole the blocks build up a portfolio of applications, materials properties, processing and principles that the students can draw upon when tackling new designs. Case studies are an increasingly popular form of teaching and have an important role in developing skills and knowledge. Student-centred activities are based around topics that demonstrate theoretical concepts in an applied setting.",1,"07 Engineering, manufacturing and construction",1,"Focuses on materials science, design, engineering applications, and manufacturing processes, aligning with engineering disciplines."
CVEN3101,Engineering Operations and Control,"This subject is an introduction to the general principles of the organisation and control of engineering operations. The subject starts by looking at early practitioners and theorists in the area, and applies their thinking to the organisation of construction projects. Key skills will be developed in time and resource planning critical path networks, decision processes, and quality, safety and environmental planning and control systems including the phases of plan generation, control and continuous improvement. Additional issues considered include procurement systems, field operations and the potential impact of the contract on relationships, processes and outcomes. A part of the course addresses the organisation and control of continuous processes; topics include process design, simulation and modelling, process control and adaptive management. Finally the course also looks at the management of the firm including product development and marketing, engineering entrepreneurship and financial planning and control and engineering economics.",1,"07 Engineering, manufacturing and construction",1,"Covers engineering operations, construction projects, process control, and engineering management, aligning with engineering."
MTRN3020,Modelling and Control of Mechatronic Systems,"This subject teaches the student how to design and develop a control system in discrete-time domain to be used in motion control systems. Material covered includes; Revision of continuous-time control systems and design tools such as root locus, bode methods and Laplace transform. Starred Laplace transforms, z-transforms. Discretising continuous-time systems. Stability, speed of response and accuracy. Controller design using; root-locus method, direct and indirect analytical methods and bode methods. Observability, controllability. State estimators and design of observers.",1,"07 Engineering, manufacturing and construction",1,"Focuses on modeling and control system design for mechatronic systems, including transforms and stability, aligning with engineering."
EI260,Electrical Machines,Three-phase systems; principle of transformers and their efficiencies; construction of rotating machines; Performances and characteristic of three-phase induction machines and synchronous machines; application of AC electrical machines; protection of AC electrical machines.,1,"07 Engineering, manufacturing and construction",1,"Covers three-phase systems, transformers, rotating electrical machines, and their applications, aligning with engineering."
LN436,Seminar: Special Topics in Landscape Architecture,"Through working on projects, students learn a series of seminars on various specific contemporary landscape architectural issues such as landscape conservation, urban ecology, and environmental laws related to landscape architecture, landscape architecture with disaster management, principles of impact assessment on community and environment, roles of landscape architect, sustainable community planning, and other recent special topics. This class also helps students with getting ready for thesis including thesis's topic, literature review and preparations of thesis's data collection, analysis and synthesis.",1,"07 Engineering, manufacturing and construction",1,"Focuses on landscape architectural issues, conservation, urban ecology, and sustainable planning, aligning with architecture/construction."
MMAN4020,Thesis B,"To be taken in the last session required for the completion of all requirements for the award of the degree, i.e. in the session immediately following that in which MMAN4010 Thesis A is taken. This course, together with MMAN4010 Thesis A, requires each student to demonstrate managerial, technical and professional skills in planning, executing and reporting on an approved engineering project within a stipulated time limit. Each student is also required to report on their project work at a thesis conference which is organized under MMAN4000 Professional Engineering. The project, on which each student works, will be a direct continuation of the project on which that student worked in MMAN4010 Thesis A. Each student is guided by a supervisor, but successfully completing the project, writing the thesis and submitting two bound copies by specified deadlines are the sole responsibility of each student. A nominal 1 HPW has been allocated for student consultation with supervisor. Consultation should be arranged to allow both student and supervisor to regularly monitor the progress of the project.",1,"07 Engineering, manufacturing and construction",1,"Requires planning, executing, and reporting on an approved engineering project, aligning with engineering disciplines."
MMAN4010,Thesis A,"To be taken in the second last session required for the completion of all requirements for the award of the degree. This course, together with MMAN4020 Thesis B, which is to be taken in the following session, requires each student to demonstrate managerial, technical and professional skills in planning and executing an approved engineering project within a stipulated time limit. Each student is also required to report on their project work at a thesis conference which is organised under MMAN4000 Professional Engineering. Each student is guided by a supervisor, but successfully planning, executing and reporting on the project is the sole responsibility of each student. Thesis A does not require the submission of a thesis document. A satisfactory grade in this course is provisional pending successful completion of MMAN4020. A nominal 1 HPW has been allocated for student consultation with supervisor. Consultation should be arranged to allow both student and supervisor to regularly monitor the progress of the project.",1,"07 Engineering, manufacturing and construction",1,"Requires planning and executing an approved engineering project, demonstrating technical and professional skills, aligning with engineering."
CVEN3502,Water and Wastewater Engineering,"To introduce students to the principles of public health engineering, water and wastewater treatment, water supply systems, wastewater disposal systems, stormwater systems, biosolids treatment and management, and water quality and contamination indicators. As such the subject includes water sanitation and health, water supply and sewage systems, design period and flow estimation for water supply and sewerage works, water supply systems - collection, storage, transmission, treatment and distribution works, sanitary sewerage systems - gravity sewers, pumping stations and rising mains, self cleansing and slime control, stormwater systems design period and flow estimation, quality estimation, WSUD and BMP approaches, water quality standards and methods of analysis, Chemical reactions, ionic equilibria, buffering, pH, Water pollution criteria, BOD, COD, Toxicity, Eutrophication, Oxygen balance and DO Sag curve, Biology related water quality and treatment, Introduction to treatment, Physical unit processes screening, sedimentation (discrete, flocculent, hindered and zone settling), filtration, chemical unit processes coagulation and flocculation, optimum coagulant dose, disinfection, chlorination, fluoridation, softening, desalination, Integration of processes for practical water treatment plant design, Biological treatment processes - Aerobic and Anaerobic processes, Integration of processes for wastewater treatment plant design, Secondary treatment trickling filters, activated sludge, nutrient removal systems, sludge characteristics and quantities, Sludge/Biosolids treatment and disposal, Tertiary and advanced wastewater treatment processes, and Effluent reuse.",1,"07 Engineering, manufacturing and construction",1,"Focuses on engineering principles for water and wastewater treatment, supply, and disposal systems."
EEEE3088,Systems Engineering,To provide a good understanding of the concepts of systems engineering. To provide information on a range of relevant interdisciplinary material that E&EE engineers would typically take into account. To develop critical assessment skills through holistic lifecycle consideration,1,"07 Engineering, manufacturing and construction",1,Focuses on concepts of systems engineering and interdisciplinary material for engineers.
IA455,Seminar in Interior Architectural Management and Professional Practice,"Topics in the seminar sessions are generally related to current interior architectural movements, problems in interior architectural management and design, dilemmas in Thai interior architecture, environmentally concerned interior architecture, problems in professional practice and ethic, etc. Students are encouraged to contribute their ideas and to discuss the subjects with guest instructors.",1,"07 Engineering, manufacturing and construction",1,"Focuses on interior architectural management, design, professional practice, and ethics."
CN408,Special Topics in Computer Engineering I,Topics of current interest and new developments in various fields in computer engineering.,1,"07 Engineering, manufacturing and construction",1,Focuses on special topics and new developments in computer engineering.
CN409,Special Topics in Computer Engineering I,Topics of current interest and new developments in various fields in computer engineering.,1,"07 Engineering, manufacturing and construction",1,Focuses on special topics and new developments in computer engineering.
CSS484,Special Topics in Computer Engineering Applications I,Topics of current interest in Computer Engineering Applications.,1,"07 Engineering, manufacturing and construction",1,Focuses on special topics in computer engineering applications.
CSS485,Special Topics in Computer Engineering Applications I,Topics of current interest in Computer Engineering Applications.,1,"07 Engineering, manufacturing and construction",1,Focuses on special topics in computer engineering applications.
CSS486,Special Topics in Computer Engineering Applications I,Topics of current interest in Computer Engineering Applications.,1,"07 Engineering, manufacturing and construction",1,Focuses on special topics in computer engineering applications.
CSS481,Special Topics in Computer Engineering Fundamentals I,Topics of current interest in Computer Engineering Fundamentals.,1,"07 Engineering, manufacturing and construction",1,Focuses on special topics in computer engineering fundamentals.
CSS482,Special Topics in Computer Engineering Fundamentals I,Topics of current interest in Computer Engineering Fundamentals.,1,"07 Engineering, manufacturing and construction",1,Focuses on special topics in computer engineering fundamentals.
CSS483,Special Topics in Computer Engineering Fundamentals I,Topics of current interest in Computer Engineering Fundamentals.,1,"07 Engineering, manufacturing and construction",1,Focuses on special topics in computer engineering fundamentals.
MES491,Trends in Mechanical Engineering,Topics of recent advances in mechanical engineering technologies.,1,"07 Engineering, manufacturing and construction",1,Clearly about mechanical engineering.
CES372,MechanicsofSolidsII,Torsion. Shear stress and shear center. Composite beams and reinforce concrete beams.Buckling of columns. Unsymmetrical bending. Impact and repetitive loading. Failure criteria.,1,"07 Engineering, manufacturing and construction",1,"Deals with mechanics of solids, a core engineering subject."
LE333,Microwave Engineering,Transmission line theory; waveguides; network analysis; impedance matching; microwave resonance; power dividing and coupling; microwave filters; microwave systems and applications; microwave measurements.,1,"07 Engineering, manufacturing and construction",1,Clearly about microwave engineering principles and applications.
RT330,Structural Analysis,"Type of structures, structural behavior, loads, structural analysis of statically determinate structures and trusses by simple methods, shear force and bending moment of beams, computer programs aided structural analysis, field trips.",1,"07 Engineering, manufacturing and construction",1,Focuses on structural analysis for engineering and construction.
