curriculum,course_type,th_abv,eng_abv,th_name,eng_name,credit,lect_hours,practice_hours,self_hours,th_desc,eng_desc,prerequisite
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเฉพาะ,วอ.487,IE487,สหกิจศึกษาวิศวกรรมอุตสาหการ 2,Industrial Engineering Co-operative Education II,9,0,0,0,ดำเนินโครงการศึกษาและแก้ปัญหางานในสถานประกอบการด้านอุตสาหกรรม ซึ่งเป็นการศึกษาต่อจากวิชา วอ.486 โดยการศึกษาวิชานี้จะเป็นขั้นตอนของการวิเคราะห์และปรับปรุงพัฒนางาน ตามระเบียบวิธีวิจัยที่ได้ศึกษาในวิชา วอ.486,Study and analyse problem in industry which is a continuous study from IE486. Analyse and improve work following methodologies of study from IE486.,IE486
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.405,IE405,สตาร์ทอัพเทคโนโลยี,Tech Start Up,3,3,0,6,แนะนำธุรกิจสตาร์ทอัพเทคโนโลยี ความแตกต่างของธุรกิจสตาร์ทอัพเทคโนโลยี กับวิสาหกิจขนาดกลางและขนาดย่อม ระบบนิเวศน์ของธุรกิจสตาร์ทอัพเทคโนโลยี ตัวแบบทางธุรกิจ การนำออกสู่ตลาด แหล่งเงินทุนและการระดมทุน ปัจจัยที่ทำให้ธุรกิจสตาร์ทอัพเทคโนโลยีประสบความสำเร็จ ทดลองทำโครงการธุรกิจสตาร์ทอัพเทคโนโลยี,Introduction to Tech Startup business. Different between Startup and SMEs. Startup ecosystem. Tech Startup ideas and design. Startup business model and market launch. Startup sources of fund and funding. Success factors of Tech Startup. Case study project.,
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.406,IE406,การจัดการทางวิศวกรรม,Engineering Management,3,3,0,6,วิวัฒนาการของการจัดการ แนวคิดและทฤษฎีของการจัดการเพื่อการแข่งขันในระบบเศรษฐกิจแบบใหม่ การจัดการกับงานวิศวกรรม บทบาทของวิศวกรกับการจัดการในองค์การ การวางแผนงานวิศวกรรม การบริหารโครงการ การบริหารความปลอดภัย การตลาดและการเงินเบื้องต้นสำหรับวิศวกร การวิเคราะห์สภาพแวดล้อมทางการจัดการ แรงจูงใจในการทำงาน ภาวะผู้นำ หลักการสื่อสารในองค์การ กฎหมายอุตสาหกรรมและพาณิชยกรรมเบื้องต้น,Evolution of management. Concepts and theories of modern management for competing in the new economy. Management and engineering. Role of engineer and organization management. Engineering planning. Project management. Industrial safety management. Marketing and basic finance for engineer. Management environment analyses. Work incentive. Leadership. Principle of organization communication. Industrial and commercial laws.,
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.407,IE407,การวิเคราะห์ต้นทุนอุตสาหกรรมและงบประมาณ,Industrial Cost Analysis & Budgeting,3,3,0,6,ความสำคัญของการวิเคราะห์ต้นทุนอุตสาหกรรมและการจัดทำงบประมาณ การไหลของต้นทุน พฤติกรรมของต้นทุน การวิเคราะห์ต้นทุนผลิตภัณฑ์ การวิเคราะห์และตัดสินใจในระยะสั้น การจัดทำงบประมาณ การวิเคราะห์รายงานทางการเงิน,"Importance of industrial cost analysis and budgeting. Flow of costs, Cost behavior. Product cost analysis. Analysis and decision making in short-run. Budgeting. Financial statement analysis.",IE302
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.408,IE408,ลีน และ ซิกซ์ ซิกมา,Lean and Six Sigma,3,3,0,6,ทฤษฎีพื้นฐานทางลีนและ ซิกซ์ ซิกมา ชนิดของความสูญเปล่าและการวิเคราะห์ เทคนิคทางลีนและซิกซ์ ซิกมา วิธีการทางลีนและวิธีการทางซิกซ์ ซิกมา เพื่อปรับปรุงกระบวนการผลิต,Basic theories of Lean and Six Sigma. Type of Waste and Analyses. Lean and Six Sigma Techniques. Leand and Six Sigma Methodologies for process improvement.,IE390
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.409,IE409,วิศวกรรมและเทคโนโลยีในการจัดการการขนส่ง,Engineering and Technology in Transportation management,3,3,0,6,ศึกษาการพัฒนาการขนส่งทางน้ำ การขนส่งทางบก การขนส่งทางอากาศ และการขนส่งทางอวกาศที่เกี่ยวข้องกับการขนส่งสินค้าและการขนส่งสาธารณะ วิเคราะห์วิจารณ์กรณีศึกษาในเนื้อหาเกี่ยวกับวิศวกรรมพื้นฐานและเทคโนโลยีที่สนับสนุนการพัฒนาและการจัดการการขนส่ง,"Study in development of water-, land-, air-, and space-transportations concerning goods and public transports. Discuss of the case studies in areas of fundamental engineering and technology supporting the development and management of transportation",
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.415,IE415,การจำลองระบบเสมือนจริงในรูปแบบดิจิทัล,Digital Twins Modelling,3,3,0,6,หลักการและพื้นฐานเทคโนโลยีดิจิทัลในการจำลองระบบเสมือนจริงในรูปแบบดิจิทัล การประยุกต์ใช้งานในธุรกิจและกระบวนการผลิต หลัก การออกแบบและประยุกต์ใช้เทคโนโลยีดิจิทัลในการพัฒนากระบวนการผลิต การสร้างระบบเสมือนจริงในรูปแบบดิจิทัล การทวนสอบความถูกต้องของระบบเสมือนจริง การวิเคราะห์เปรียบเทียบแผนการปรับปรุงกระบวนการ,"Introduction to digital technologies for industrial visualization, and their application in various real-world domains in the context of Industry 4.0. Design concepts of production processes that implement digital technologies for the development of production systems. Development of industrial visualization models using software. Model validation and verification. Comparison analysis of improvement plans.",
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.416,IE416,การจัดการซัพพลายเชน,Supply Chain Management,3,3,0,6,แนวคิดการจัดการซัพพลายเชน ระบบการบริหารข้อมูลและการแลกเปลี่ยนข้อมูลอิเลคทรอนิคส์ การจัดการซัพพลายเชนแบบดิจิทัล การสร้างพันธมิตรในการผลิต กลยุทธ์แผนการจัดซื้อ การพัฒนาผู้ส่งมอบและสร้างความร่วมมือระยะยาว การบริหารความเสี่ยงในซัพพลายเชน ระบบการขนถ่ายวัสดุแบบอัตโนมัติ คลังสินค้าอัจฉริยะ การกระจายสินค้า การบริการลูกค้า การจัดการซัพพลายเชนแบบยั่งยืน นโยบายส่งเสริมการจัดการซัพพลายเชน,"Concept of supply chain management, data interchange and information sharing, digital supply chain management, manufacturing alliance strategy, strategic procurement, suppliers' development and long-term relationship, supply chain risk management, automated material handling technologies, smart warehouse, distribution, customer services, sustainable supply chain, supply chain management at policy level.",IE312
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.417,IE417,การออกแบบข้อมูลและการหาค่าที่เหมาะสมที่สุดสำหรับการดำเนินงานภาคธุรกิจ,Data Design and Optimisation for Business Operations,3,3,0,6,การสร้างแบบจำลองและการวิเคราะห์การตัดสินใจสำหรับผลการดำเนินงานธุรกิจ โครงข่ายงานเพื่อการตัดสินใจ แบบจำลองทางคณิตศาสตร์และพรรณา แบบจำลองมาร์คอฟสำหรับประยุกต์ใช้ทางธุรกิจ แบบจำลองกำหนดการเชิงพลวัตเพื่อสนับสนุนการตัดสินใจ,Business Performance Modelling & Decision Analysis. Decision Networks. Descriptive and Mathematical Models. Business Applications via Markov Chain Models. Decision Supporting Dynamic Programming Models.,IE364
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.418,IE418,การศึกษาความเป็นไปได้ของโครงการ,Project Feasibility Study,3,3,0,6,ความสำคัญของความเป็นไปได้ของโครงการ การศึกษาความเป็นไปได้ด้านการตลาด การศึกษาความเป็นไปได้ด้านวิศวกรรม การศึกษาความเป็นไปได้ด้านการดำเนินงาน การศึกษาความเป็นไปได้ด้านการเงิน,Importance of project feasibility study. Marketing feasibility study. Feasibility study in engineering and technology. Operational feasibility study. Financial feasibility study.,IE302
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.419,IE419,การบริหารโครงการสำหรับวิศวกร,Project Management for Engineer,3,3,0,6,หลักการของการจัดการโครงการ การคัดเลือกโครงการ การศึกษาความเป็นไปได้ของโครงการ การวางแผน การดำเนินงานและการควบคุมโครงการ โปรแกรมคอมพิวเตอร์ในการบริหารโครงการ การติดตามและประเมินผลโครงการ กรณีศึกษาการประยุกต์ใช้ความรู้การบริหารโครงการกับงานด้านวิศวกรรมอุตสาหการ,"Principles of project management. Project Selection. Project feasibility study. Project planning, implementation, and control. Project management software. Project monitoring and evaluation. Case study.",IE312
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.495,IE495,ความเป็นผู้ประกอบการทางเทคโนโลยี,Technology Entrepreneurship,3,3,0,6,การพัฒนาและการประเมินแนวคิดในการสร้างธุรกิจทางเทคโนโลยี ทรัพย์สินทางปัญญาและการก่อตั้งธุรกิจในทางกฎหมาย หลักการตลาดและการตลาดดิจิทัล การจัดการการดำเนินงาน พื้นฐานด้านการเงินและบัญชีสำหรับผู้ประกอบการ การจัดทำแผนธุรกิจ การวิเคราะห์ความเป็นไปได้ของโครงการ การนำเสนอแผนและการระดมทุน การบริหารความเสี่ยงองค์กร,"Idea Identification and assessment, Intellectual property and legal establishment of business, Principles of Marketing and Digital marketing, Operations management, Fundamentals of finance & accounting, Business plan, Project feasibility, Pitching and funding, Enterprise risk management.",IE302
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.465,IE465,การจำลองสถานการณ์ด้วยคอมพิวเตอร์,Computer Simulation,3,3,0,6,การสร้างตัวเลขสุ่มและการทดสอบความถูกต้อง การรวบรวมและวิเคราะห์ข้อมูลเบื้องต้น การออกแบบและวิเคราะห์ระบบจำลอง การสร้างแบบจำลองสถานการณ์ด้วยโปรแกรมคอมพิวเตอร์ การทดสอบความถูกต้องของแบบจำลอง การวิเคราะห์ผลลัพธ์จากการจำลองสถานการณ์ การประยุกต์ใช้การจำลองสถานการณ์กับปัญหาในอุตสาหกรรม กรณีศึกษา,"Random number generation and validity test, data collection and analysis, design and analysis of simulation system, building simulation model using computer software, verification and validation, simulation output analysis, application of industry problem using simulation, case studies.",IE261
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.466,IE466,การวิจัยดำเนินงาน 2,Operations Research II,3,3,0,6,หลักการเบื้องต้นของการจำแนกประเภทข้อมูลเพื่อการวิจัยดำเนินงาน โครงข่ายงานวิศวกรรม กำหนดการเชิงเลขจำนวนเต็ม กำหนดการแบบไม่เชิงเส้น และกำหนดการเชิงพลวัต กระบวนการมาร์คอฟ กระบวนการหาคำตอบแบบมีเหตุผลเพื่อการดำเนินงานทางวิศวกรรม,Basic principles of data classification for OR. Engineering Network. Integer/Non-Linear/Dynamic Programming Approaches. Markov Processes. Metaheuristics Algorithms for Engineering Operations.,IE364
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.467,IE467,การออกแบบการทดลอง,Design of Experiment,3,3,0,6,การวิเคราะห์ข้อมูลเชิงธุรกิจ และการวิเคราะห์ข้อมูลอุตสาหกรรม การเรียนรู้ด้วยเครื่องสำหรับกระบวนการมาตรฐานเพื่อการเชื่อมโยงอุตสาหกรรม หลักการเบื้องต้นของการจำแนกประเภทข้อมูล หลักการออกแบบการทดลองเพื่อพัฒนาประสิทธิภาพของกระบวนการและผลิตภัณฑ์ การวางแผนและการดำเนินการทดลองอย่างเป็นระบบ การศึกษาหลักการออกแบบชนิดต่าง ๆ สำหรับการทดลอง การทดลองเชิงเดี่ยวหรือเป็นชุด การวิเคราะห์ผลตอบสนองที่เกิดขึ้นจากการเปลี่ยนแปลงค่าระดับของปัจจัย การออกแบบแฟคทอเรียลทั่วไป การออกแบบชนิด 2k แฟคทอเรียล การออกแบบที่มีข้อจำกัดจากการทดลอง เช่น การออกแบบชนิดแรนดอมไมซ์บล็อก การออกแบบชนิดลาตินสแควร์ และการออกแบบคอนฟาวด์ กรณีศึกษาการประยุกต์ใช้ในโรงงานอุตสาหกรรม เพื่อการวางแผนและการควบคุมการผลิต การดำเนินงาน การวิเคราะห์และการออกแบบผลิตภัณฑ์และกระบวนการ รวมทั้งการควบคุมคุณภาพ,"Business data analytics and industrial data anlysis. Introductory machine learning for cross-industry standard process. Basic principles of data classification. Principles of a design of experiment for product and process improvement, planning and performing single or sequential experiments, output response analysis with the changes of input factors, general factorial designs, 2k factorial designs, and some limitations of experiments, randomised blocks and latin squares designs, including confounding in experimental design, industrial case studies for production and operations planning and control, product and process design and analysis including quality control.",IE361
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.468,IE468,เทคโนโลยีสำหรับการตัดสินใจ,Decision Technology,3,3,0,6,แนะนำการนำเทคโนโลยีมาช่วยในการจัดการและควบคุมสำหรับงานอุตสาหกรรมและการจัดการ การแก้ปัญหาโดยใช้โปรแกรมทางคณิตศาสตร์และเครื่องมือช่วยในการดำเนินการแก้ปัญหา ปัญหาโครงข่าย ปัญหาทางเศรษฐศาสตร์วิศวกรรม ปัญหาการวางแผนและควบคุมการผลิต โปรแกรมจำนวนเต็ม โปรแกรมเป้าหมาย การวิเคราะห์จำแนกกลุ่ม การแก้ปัญหาที่มีหลายปัจจัยด้วยกระบวนการลำดับชั้นเชิงวิเคราะห์,Introduction to decision technologies for management and controlling in both industry and management. Problem solving by mathematical programming and a tool for processing problems. Network problems. Engineering economics problems. Production planning and control problems. Integer programming. Goal programming. Discriminant analysis. Multiple criteria decision making by analytic hierarchy process and a tool.,
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.469,IE469,วิศวกรรมความน่าเชื่อถือ,RELIABILITY ENGINEERING,3,3,0,6,แนวคิดความน่าเชื่อถือของผลิตภัณฑ์และความน่าเชื่อถือของระบบ หลักสถิติที่เกี่ยวข้องในการวิเคราะห์ความน่าเชื่อถือในงานเชิงวิศวกรรม เทคนิคและเครื่องมือสำหรับการวิเคราะห์ความน่าเชื่อถือของผลิตภัณฑ์ การวิเคราะห์ความน่าเชื่อถือและแนวโน้มการเสียของเครื่องจักร การวางแผนทดสอบความน่าเชื่อถือของผลิตภัณฑ์ การประยุกต์ใช้หลักการวิเคราห์ความน่าเชื่อถือเพื่อแก้ไขปัญหาทางวิศวกรรม,Concepts of product reliability and system reliability. Statistical method for reliability analysis in engineering. Techniques and tools for reliability analysis. Reliability analysis of machines. Reliability test planning and demonstration. Application of reliability analysis for problem solving in engineering.,IE313
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.475,IE475,ปัญญาประดิษฐ์,Artificial Intelligence,3,3,0,6,บทนำเกี่ยวกับปัญญาประดิษฐ์ การเรียนรู้ของเครื่องและสถิติที่เกี่ยวข้อง การเรียนรู้แบบมีผู้สอน การเรียนรู้แบบไม่มีผู้สอน การเรียนรู้แบบกึ่งมีผู้สอน การเรียนรู้แบบเสริมกำลัง เครือข่ายประสาทประดิษฐ์และการเรียนรู้เชิงลึก การประยุกต์ใช้งาน,"Introduction to artificial intelligence, Machine learning and related statistics, Supervised learning, Unsupervised learning, Semi-supervised learning, reinforecement learning, Artificial neural networks and Deep learning, Applications",
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.476,IE476,เทคโนโลยีการประมวลผลภาพสำหรับงานอุตสาหกรรม,Industrial Image processing technology,3,3,0,6,หลักการและแนวคิดของการประมวลผลภาพและการจัดการข้อมูลขนาดใหญ่ เทคนิคการการประมวลผลภาพ การประยุกต์ใช้หลักกการเรียนรู้เชิงลึกในการคัดแยกและจัดกลุ่มภาพ ระบบกล้องตรวจสอบคุณภาพและการวิเคราะห์ภาพด้วยซอฟต์แวร์ หลักสถิติในการตรวจสอบคุณภาพสำหรับเทคโนโลยีการประมวลผลภาพ การประยุกต์ใช้การประมวลผลภาพในงานอุตสาหกรรม,Introduction of industrial imaging through big data and fundamentals of image processing techniques. Implementation of Deep learning for Image classification and object recognition using industrial cameras and software. Camera system and image processing system. Statistical methods for quality control using image processing technology. Application of industrial image processing in real-world application.,IE362
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.425,IE425,วิศวกรรมพอลิเมอร์,Polymer Engineering,3,3,0,6,หลักการของพอลิเมอร์ในเชิงวิทยาศาสตร์และเชิงวิศวกรรม ในหัวข้อเรื่องโครงสร้างของวัสดุพอลิเมอร์ สมบัติทางกลและทางความร้อนของพอลิเมอร์ สมบัติวิสโคอีลาสติก การแตกหักและการเสริมแรงในพอลิเมอร์ พอลิเมอร์ในเทคโนโลยีขั้นสูง,"Principles of polymer science and engineering. Topics include structure of polymeric materials, mechanical and thermal properties of polymers, viscoelasticity property, yield and fracture, reinforced polymers, polymers for advanced technologies.",IE121
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.426,IE426,เทคโนโลยีวัสดุเพื่ออุตสาหกรรมยานยนต์,Materials Technology for Automotive Industries,3,3,0,6,"วิวัฒนาการการพัฒนาของยานยนต์, ความรู้พื้นฐานเกี่ยวกับการออกแบบยานยนต์ การผลิตและการทดสอบยานยนต์, ประเภทของรถยนต์, ส่วนประกอบของรถยนต์, สถานการณ์ปัจจุบันและแนวโน้มการพัฒนาของอุตสาหกรรมยานยนต์, ทิศทางการพัฒนาวัสดุยานยนต์, ความรู้พื้นฐานเกี่ยวกับวัสดุ, เทคโนโลยีวัสดุสำหรับยานยนต์, การวิเคราะห์การเลือกใช้วัสดุสำหรับชิ้นส่วนยานยนต์","Evolution of the Automobile, Basic Knowledge of Automotive-Design, Automotive-Manufacturing Process and Automotive testing, Type of Automobile, Automotive Components, Current Situation and Development Trend of Automotive Industries, Trends of Materials for Automobile, Basic Knowledge of Materials, Materials Technology for Automobile, Material Selection Analysis for Automotive Components",
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.427,IE427,การเลือกใช้โลหะในงานอุตสาหกรรม,Metal Selection for Industrial Applications,3,3,0,6,พฤติกรรมของวัสดุโลหะที่ใช้งานในอุตสาหกรรมภายใต้สภาวะแวดล้อมที่ทำให้เสื่อมคุณภาพ เกิดการสึกหรอ และการใช้งานที่อุณหภูมิสูง กลไกที่ทำให้เกิดความเสียหาย และวิธีการป้องกัน รวมถึงการเลือกใช้วัสดุและการออกแบบทางวิศวกรรม ศึกษากรณีตัวอย่างความเสียหายและกลยุทธการป้องกันปัญหาที่เกิดขึ้น,"Behavior of metals in industrial service under conditions of environmental degradation, wear and high temperature applications. Mechanisms of the failure process and methods of prevention and protection against failure including the materials selection and engineering design. Case studies of engineering failures and the strategies adopted to solve these problems.",IE121
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.455,IE455,การพิมพ์ 3 มิติ และ การผลิตแบบเพิ่มเนื้อ,3D Printing and Additive Manufacturing,3,3,0,6,"ความรู้พื้นฐานเกี่ยวกับเทคโนโลยีการพิมพ์ 3 มิติและการผลิตแบบเพิ่มเนื้อวัสดุ, ประเภทของการพิมพ์ 3 มิติ, การเลือกกระบวนการพิมพ์ 3 มิติ, การสร้างแบบจำลอง 3 มิติ โครงสร้างเครื่องพิมพ์ 3 มิติ, การแบ่งชั้นและปัจจัยในการพิมพ์, กระบวนการหลังการพิมพ์ 3 มิติและการเชื่อมต่อ, ปัญหาทั่วไปในการพิมพ์ 3 มิติและวิธีแก้ปัญหา, การพิมพ์ 4 มิติและอนาคตของการผลิตแบบเพิ่มเนื้อวัสดุ, กรณีศึกษาของการประยุกต์ใช้การพิมพ์ 3 มิติ ในอุตสหกรรม","Introduction to 3D Printing and Additive Manufacturing, Classification of 3D Printing Processes, Process Selection for 3D Printing, 3D Modelling, Hardware Structure of 3D Printer, Slicing and Printing Parameters, Post Processing and Joining, Common Problems in 3D Printing and their Solutions, 4D Printing and Future of Additive Manufacturing, Industrial Case Studies for the Application of 3D Printing",
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.456,IE456,การออกแบบแม่พิมพ์,Mold and Die Design,3,3,0,6,หลักการออกแบบแม่พิมพ์ ประกอบด้วยแม่พิมพ์ปั๊มโลหะ แม่พิมพ์ฉีดพลาสติก การเลือกวัสดุ การใช้คอมพิวเตอร์ช่วยในการวิเคราะห์ทางวิศวกรรม การทำผิวของแม่พิมพ์โดยใช้กระบวนการทางเคมีและ ความร้อน กระบวนการเคลือบและชุบแข็ง มาตรฐานแม่พิมพ์สำหรับการขึ้นรูปชิ้นงานแบบต่าง ๆ,"Principle of mold and die designs; introduction to fundamentals of plastics including material selections, mold and die structure, process selection, surface treatments chemical and heat treatments, coating and hardening, Standard mold and die for various processing types including mold construction.",IE250
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.457,IE457,เทคโนโลยีพลาสติก,Plastics Technology,3,3,0,6,แนะนำอุตสาหกรรมพลาสติก รวมทั้งแนวความคิดเบื้องต้นของพลาสติกและการขึ้นรูปผลิตภัณฑ์ หลักการไหลของพลาสติกในกระบวนการขึ้นรูปและการประยุกต์ใช้ในวิศวกรรมการผลิตพลาสติก การออกแบบแม่พิมพ์ฉีดพลาสติกเบื้องต้น การขึ้นรูปพลาสติกด้วยวิธีการอัดรีด การฉีด การเป่า การกดอัด และเทอร์โมฟอร์มมิ่ง,"Introduction to the plastics industry including fundamental aspects of plastics materials and processing. Principles of rheology involved in the processing of plastics, and their applications in plastics process engineering. Fundamental of injection mold design. Plastics processing methods including extrusion, injection molding, blow molding, compression molding and thermoforming.",IE121
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.478,IE478,วิทยาการหุ่นยนต์อุตสาหกรรมและการประยุกต์ใช้,Industrial Robot and its application,3,3,0,6,หลักการและการประยุกต์ใช้หุ่นยนต์อุตสาหกรรม (แขนกล) ในระบบการผลิตสมัยใหม่ การจำแนกประเภทและลักษณะของหุ่นยนต์อุตสาหกรรม ส่วนประกอบและการควบคุม การวิเคราะห์และควบคุมจลนพลศาสตร์ การบูรณาการหุ่นยนต์อุตสาหกรรมเข้ากับระบบ การวิเคราะห์ต้นทุนหุ่นยนต์อุตสาหกรรม การทำงานและการโปรแกรมการทำงานของหุ่นยนต์อุตสาหกรรม,Principles and applications of industrial robots in modern manufacturing systems. Robot classifications and configuration. Components and control. Kinematics analysis and control. Robot and system integration. Justifying the cost of robots. Operations and programming.,IE353
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.436,IE436,การออกแบบโดยเน้นประสบการณ์ของลูกค้า,Customer Experience Design,3,3,0,6,แนะนำการออกแบบโดยเน้นประสบการณ์ของลูกค้า กระบวนการคิดในเชิงออกแบบ การทำความเข้าใจกับความรู้สึกนึกคิดของลูกค้าโดยใช้เครื่องมือต่าง ๆ เช่น การสังเกตพฤติกรรมผู้ใช้ แผนที่การเข้าใจลูกค้า การกำหนดโจทย์ของการออกแบบ การพัฒนาแนวทางการแก้ปัญหา การสร้างต้นแบบ การทดสอบตัวอย่างและกรณีศึกษาของการออกแบบโดยเน้นประสบการณ์ของลูกค้า โดยเน้นการประยุกต์ใช้ในทางวิศวกรรมและธุรกิจ,"Introduction to customer experience (CX). Overview of design thinking process. Developing customer empathy using various tools such as user observation, empathy map. Defining problem statement. Generating potential solutions (ideation). Prototyping. Testing. Examples and case studies of CX in engineering and business applications.",
วศ.บ.วิศวกรรมอุตสาหการ 66,วิชาเลือก หรือ วิชาโท หรือ วิชาโท/วิชาภาคปฏิบัติ/ศึกษาค้นคว้าด้วยตนเอง สหกิจ,วอ.437,IE437,การออกแบบเพื่อความยั่งยืน,Sustainability Design,3,3,0,6,ปัญหามลพิษทางสิ่งแวดล้อมในระดับโลก การพัฒนาที่ยั่งยืน การออกแบบเพื่อสิ่งแวดล้อม การออกแบบเพื่อการถอดแยก การออกแบบเพื่อการรีไซเคิล การประเมินวัฏจักรชีวิตผลิตภัณฑ์ การประเมินรอยเท้าคาร์บอน นโยบายต่าง ๆ ที่เกี่ยวข้องกับความยั่งยืน ฉลากเกี่ยวกับความยั่งยืน,Global environmental problems. Sustainable development. Eco design. Design for disassembly. Design for recycling. Life cycle assessment. Carbon footprint. Sustainability policies. Sustainability labels.,
